score,number_of_features,data_set,model_type
0.8748663101604278,4194,test,classification
1.0,4195,train,classification
0.8748874887488749,4195,val,classification
0.8763326226012793,4195,test,classification
1.0,4196,train,classification
0.8746618575293057,4196,val,classification
0.8742004264392323,4196,test,classification
1.0,4197,train,classification
0.8733153638814015,4197,val,classification
0.874468085106383,4197,test,classification
1.0,4198,train,classification
0.8733153638814015,4198,val,classification
0.8729989327641409,4198,test,classification
1.0,4199,train,classification
0.8733153638814015,4199,val,classification
0.874468085106383,4199,test,classification
1.0,4200,train,classification
0.873542600896861,4200,val,classification
0.873269435569755,4200,test,classification
1.0,4201,train,classification
0.8733153638814015,4201,val,classification
0.873269435569755,4201,test,classification
1.0,4202,train,classification
0.8733153638814015,4202,val,classification
0.8735387885228482,4202,test,classification
1.0,4203,train,classification
0.8733153638814015,4203,val,classification
0.8735387885228482,4203,test,classification
1.0,4204,train,classification
0.8751123090745733,4204,val,classification
0.874468085106383,4204,test,classification
1.0,4205,train,classification
0.8725314183123878,4205,val,classification
0.8735387885228482,4205,test,classification
1.0,4206,train,classification
0.8751123090745733,4206,val,classification
0.8763326226012793,4206,test,classification
1.0,4207,train,classification
0.8761220825852782,4207,val,classification
0.874468085106383,4207,test,classification
1.0,4208,train,classification
0.8758992805755395,4208,val,classification
0.8735387885228482,4208,test,classification
1.0,4209,train,classification
0.874326750448833,4209,val,classification
0.8756641870350691,4209,test,classification
1.0,4210,train,classification
0.874326750448833,4210,val,classification
0.8735387885228482,4210,test,classification
1.0,4211,train,classification
0.8761220825852782,4211,val,classification
0.8753993610223643,4211,test,classification
1.0,4212,train,classification
0.8758992805755395,4212,val,classification
0.8753993610223643,4212,test,classification
1.0,4213,train,classification
0.8769092542677447,4213,val,classification
0.874468085106383,4213,test,classification
1.0,4214,train,classification
0.8753363228699552,4214,val,classification
0.8735387885228482,4214,test,classification
1.0,4215,train,classification
0.8761220825852782,4215,val,classification
0.873269435569755,4215,test,classification
1.0,4216,train,classification
0.8758992805755395,4216,val,classification
0.8723404255319148,4216,test,classification
1.0,4217,train,classification
0.8741007194244604,4217,val,classification
0.8751334044823906,4217,test,classification
1.0,4218,train,classification
0.8769092542677447,4218,val,classification
0.8742004264392323,4218,test,classification
1.0,4219,train,classification
0.8776978417266187,4219,val,classification
0.874468085106383,4219,test,classification
1.0,4220,train,classification
0.873542600896861,4220,val,classification
0.8742004264392323,4220,test,classification
1.0,4221,train,classification
0.8753363228699552,4221,val,classification
0.874468085106383,4221,test,classification
1.0,4222,train,classification
0.873769024171889,4222,val,classification
0.8735387885228482,4222,test,classification
1.0,4223,train,classification
0.873769024171889,4223,val,classification
0.874468085106383,4223,test,classification
1.0,4224,train,classification
0.8753363228699552,4224,val,classification
0.874468085106383,4224,test,classification
1.0,4225,train,classification
0.8769092542677447,4225,val,classification
0.874468085106383,4225,test,classification
1.0,4226,train,classification
0.8753363228699552,4226,val,classification
0.8729989327641409,4226,test,classification
1.0,4227,train,classification
0.8761220825852782,4227,val,classification
0.873269435569755,4227,test,classification
1.0,4228,train,classification
0.8753363228699552,4228,val,classification
0.8729989327641409,4228,test,classification
1.0,4229,train,classification
0.8753363228699552,4229,val,classification
0.8729989327641409,4229,test,classification
1.0,4230,train,classification
0.8776978417266187,4230,val,classification
0.8742004264392323,4230,test,classification
1.0,4231,train,classification
0.8753363228699552,4231,val,classification
0.870864461045891,4231,test,classification
1.0,4232,train,classification
0.8761220825852782,4232,val,classification
0.870864461045891,4232,test,classification
1.0,4233,train,classification
0.874326750448833,4233,val,classification
0.873269435569755,4233,test,classification
1.0,4234,train,classification
0.8771300448430494,4234,val,classification
0.873269435569755,4234,test,classification
1.0,4235,train,classification
0.8723021582733813,4235,val,classification
0.8729989327641409,4235,test,classification
1.0,4236,train,classification
0.8771300448430494,4236,val,classification
0.8723404255319148,4236,test,classification
1.0,4237,train,classification
0.8771300448430494,4237,val,classification
0.870864461045891,4237,test,classification
1.0,4238,train,classification
0.8771300448430494,4238,val,classification
0.8717948717948718,4238,test,classification
1.0,4239,train,classification
0.8771300448430494,4239,val,classification
0.871139510117146,4239,test,classification
1.0,4240,train,classification
0.8763440860215054,4240,val,classification
0.871413390010627,4240,test,classification
1.0,4241,train,classification
0.8763440860215054,4241,val,classification
0.8742004264392323,4241,test,classification
1.0,4242,train,classification
0.8771300448430494,4242,val,classification
0.873269435569755,4242,test,classification
1.0,4243,train,classification
0.8771300448430494,4243,val,classification
0.8727272727272727,4243,test,classification
1.0,4244,train,classification
0.8753363228699552,4244,val,classification
0.873269435569755,4244,test,classification
1.0,4245,train,classification
0.8763440860215054,4245,val,classification
0.8720682302771855,4245,test,classification
1.0,4246,train,classification
0.8763440860215054,4246,val,classification
0.871413390010627,4246,test,classification
1.0,4247,train,classification
0.8763440860215054,4247,val,classification
0.871413390010627,4247,test,classification
1.0,4248,train,classification
0.8787061994609164,4248,val,classification
0.871413390010627,4248,test,classification
1.0,4249,train,classification
0.8771300448430494,4249,val,classification
0.8717948717948718,4249,test,classification
1.0,4250,train,classification
0.8771300448430494,4250,val,classification
0.8727272727272727,4250,test,classification
1.0,4251,train,classification
0.8763440860215054,4251,val,classification
0.8704883227176221,4251,test,classification
1.0,4252,train,classification
0.8771300448430494,4252,val,classification
0.8692879914984059,4252,test,classification
1.0,4253,train,classification
0.8771300448430494,4253,val,classification
0.8702127659574469,4253,test,classification
1.0,4254,train,classification
0.8771300448430494,4254,val,classification
0.8665254237288135,4254,test,classification
1.0,4255,train,classification
0.8771300448430494,4255,val,classification
0.8665254237288135,4255,test,classification
1.0,4256,train,classification
0.8763440860215054,4256,val,classification
0.8695652173913044,4256,test,classification
1.0,4257,train,classification
0.8755595344673232,4257,val,classification
0.8702127659574469,4257,test,classification
1.0,4258,train,classification
0.8771300448430494,4258,val,classification
0.870864461045891,4258,test,classification
1.0,4259,train,classification
0.8771300448430494,4259,val,classification
0.8729989327641409,4259,test,classification
1.0,4260,train,classification
0.8771300448430494,4260,val,classification
0.8683651804670913,4260,test,classification
1.0,4261,train,classification
0.8763440860215054,4261,val,classification
0.8692879914984059,4261,test,classification
1.0,4262,train,classification
0.8771300448430494,4262,val,classification
0.871139510117146,4262,test,classification
1.0,4263,train,classification
0.8771300448430494,4263,val,classification
0.8742004264392323,4263,test,classification
1.0,4264,train,classification
0.8763440860215054,4264,val,classification
0.8735387885228482,4264,test,classification
1.0,4265,train,classification
0.8771300448430494,4265,val,classification
0.871139510117146,4265,test,classification
1.0,4266,train,classification
0.8771300448430494,4266,val,classification
0.8720682302771855,4266,test,classification
1.0,4267,train,classification
0.8753363228699552,4267,val,classification
0.8723404255319148,4267,test,classification
1.0,4268,train,classification
0.8761220825852782,4268,val,classification
0.8735387885228482,4268,test,classification
1.0,4269,train,classification
0.8763440860215054,4269,val,classification
0.8723404255319148,4269,test,classification
1.0,4270,train,classification
0.8763440860215054,4270,val,classification
0.8720682302771855,4270,test,classification
1.0,4271,train,classification
0.8763440860215054,4271,val,classification
0.8692879914984059,4271,test,classification
1.0,4272,train,classification
0.8755595344673232,4272,val,classification
0.8704883227176221,4272,test,classification
1.0,4273,train,classification
0.8771300448430494,4273,val,classification
0.871139510117146,4273,test,classification
1.0,4274,train,classification
0.8771300448430494,4274,val,classification
0.8692879914984059,4274,test,classification
1.0,4275,train,classification
0.8779174147217235,4275,val,classification
0.871413390010627,4275,test,classification
1.0,4276,train,classification
0.8769092542677447,4276,val,classification
0.874468085106383,4276,test,classification
1.0,4277,train,classification
0.8763440860215054,4277,val,classification
0.870864461045891,4277,test,classification
1.0,4278,train,classification
0.8771300448430494,4278,val,classification
0.870864461045891,4278,test,classification
1.0,4279,train,classification
0.8771300448430494,4279,val,classification
0.8720682302771855,4279,test,classification
1.0,4280,train,classification
0.8771300448430494,4280,val,classification
0.8720682302771855,4280,test,classification
1.0,4281,train,classification
0.8771300448430494,4281,val,classification
0.8720682302771855,4281,test,classification
1.0,4282,train,classification
0.8771300448430494,4282,val,classification
0.8723404255319148,4282,test,classification
1.0,4283,train,classification
0.8771300448430494,4283,val,classification
0.8738069989395547,4283,test,classification
1.0,4284,train,classification
0.8755595344673232,4284,val,classification
0.873931623931624,4284,test,classification
1.0,4285,train,classification
0.8755595344673232,4285,val,classification
0.874468085106383,4285,test,classification
1.0,4286,train,classification
0.873542600896861,4286,val,classification
0.8742004264392323,4286,test,classification
1.0,4287,train,classification
0.8755595344673232,4287,val,classification
0.8720682302771855,4287,test,classification
1.0,4288,train,classification
0.8763440860215054,4288,val,classification
0.8729989327641409,4288,test,classification
1.0,4289,train,classification
0.8755595344673232,4289,val,classification
0.8720682302771855,4289,test,classification
1.0,4290,train,classification
0.874326750448833,4290,val,classification
0.8742004264392323,4290,test,classification
1.0,4291,train,classification
0.8753363228699552,4291,val,classification
0.8723404255319148,4291,test,classification
1.0,4292,train,classification
0.8771300448430494,4292,val,classification
0.8723404255319148,4292,test,classification
1.0,4293,train,classification
0.8763440860215054,4293,val,classification
0.8723404255319148,4293,test,classification
1.0,4294,train,classification
0.8755595344673232,4294,val,classification
0.8720682302771855,4294,test,classification
1.0,4295,train,classification
0.8755595344673232,4295,val,classification
0.873269435569755,4295,test,classification
1.0,4296,train,classification
0.8755595344673232,4296,val,classification
0.873269435569755,4296,test,classification
1.0,4297,train,classification
0.8755595344673232,4297,val,classification
0.873269435569755,4297,test,classification
1.0,4298,train,classification
0.8763440860215054,4298,val,classification
0.874468085106383,4298,test,classification
1.0,4299,train,classification
0.8755595344673232,4299,val,classification
0.8753993610223643,4299,test,classification
1.0,4300,train,classification
0.8771300448430494,4300,val,classification
0.8729989327641409,4300,test,classification
1.0,4301,train,classification
0.8763440860215054,4301,val,classification
0.8756641870350691,4301,test,classification
1.0,4302,train,classification
0.8763440860215054,4302,val,classification
0.8756641870350691,4302,test,classification
1.0,4303,train,classification
0.8761220825852782,4303,val,classification
0.874468085106383,4303,test,classification
1.0,4304,train,classification
0.873769024171889,4304,val,classification
0.874468085106383,4304,test,classification
1.0,4305,train,classification
0.8745519713261649,4305,val,classification
0.8763326226012793,4305,test,classification
1.0,4306,train,classification
0.873769024171889,4306,val,classification
0.8763326226012793,4306,test,classification
1.0,4307,train,classification
0.8761220825852782,4307,val,classification
0.874468085106383,4307,test,classification
1.0,4308,train,classification
0.8763440860215054,4308,val,classification
0.8747346072186836,4308,test,classification
1.0,4309,train,classification
0.8755595344673232,4309,val,classification
0.8735387885228482,4309,test,classification
1.0,4310,train,classification
0.8755595344673232,4310,val,classification
0.8735387885228482,4310,test,classification
1.0,4311,train,classification
0.8755595344673232,4311,val,classification
0.8726114649681529,4311,test,classification
1.0,4312,train,classification
0.8745519713261649,4312,val,classification
0.8742004264392323,4312,test,classification
1.0,4313,train,classification
0.8745519713261649,4313,val,classification
0.8742004264392323,4313,test,classification
1.0,4314,train,classification
0.8753363228699552,4314,val,classification
0.8742004264392323,4314,test,classification
1.0,4315,train,classification
0.8753363228699552,4315,val,classification
0.8742004264392323,4315,test,classification
1.0,4316,train,classification
0.8753363228699552,4316,val,classification
0.873269435569755,4316,test,classification
1.0,4317,train,classification
0.8753363228699552,4317,val,classification
0.8742004264392323,4317,test,classification
1.0,4318,train,classification
0.8753363228699552,4318,val,classification
0.8753993610223643,4318,test,classification
1.0,4319,train,classification
0.8755595344673232,4319,val,classification
0.8723404255319148,4319,test,classification
1.0,4320,train,classification
0.8745519713261649,4320,val,classification
0.873269435569755,4320,test,classification
1.0,4321,train,classification
0.8745519713261649,4321,val,classification
0.8720682302771855,4321,test,classification
1.0,4322,train,classification
0.8745519713261649,4322,val,classification
0.8723404255319148,4322,test,classification
1.0,4323,train,classification
0.8745519713261649,4323,val,classification
0.873269435569755,4323,test,classification
1.0,4324,train,classification
0.8745519713261649,4324,val,classification
0.873931623931624,4324,test,classification
1.0,4325,train,classification
0.8745519713261649,4325,val,classification
0.873931623931624,4325,test,classification
1.0,4326,train,classification
0.8755595344673232,4326,val,classification
0.873661670235546,4326,test,classification
1.0,4327,train,classification
0.8745519713261649,4327,val,classification
0.873661670235546,4327,test,classification
1.0,4328,train,classification
0.8727598566308243,4328,val,classification
0.873661670235546,4328,test,classification
1.0,4329,train,classification
0.8745519713261649,4329,val,classification
0.8729989327641409,4329,test,classification
1.0,4330,train,classification
0.8745519713261649,4330,val,classification
0.8729989327641409,4330,test,classification
1.0,4331,train,classification
0.8745519713261649,4331,val,classification
0.8729989327641409,4331,test,classification
1.0,4332,train,classification
0.8753363228699552,4332,val,classification
0.8729989327641409,4332,test,classification
1.0,4333,train,classification
0.8745519713261649,4333,val,classification
0.873931623931624,4333,test,classification
1.0,4334,train,classification
0.8753363228699552,4334,val,classification
0.8729989327641409,4334,test,classification
1.0,4335,train,classification
0.8745519713261649,4335,val,classification
0.8729989327641409,4335,test,classification
1.0,4336,train,classification
0.8745519713261649,4336,val,classification
0.8729989327641409,4336,test,classification
1.0,4337,train,classification
0.8755595344673232,4337,val,classification
0.8727272727272727,4337,test,classification
1.0,4338,train,classification
0.8745519713261649,4338,val,classification
0.8729989327641409,4338,test,classification
1.0,4339,train,classification
0.8761220825852782,4339,val,classification
0.8751334044823906,4339,test,classification
1.0,4340,train,classification
0.8761220825852782,4340,val,classification
0.8760683760683761,4340,test,classification
1.0,4341,train,classification
0.8753363228699552,4341,val,classification
0.8720682302771855,4341,test,classification
1.0,4342,train,classification
0.8725314183123878,4342,val,classification
0.8727272727272727,4342,test,classification
1.0,4343,train,classification
0.872072072072072,4343,val,classification
0.8727272727272727,4343,test,classification
1.0,4344,train,classification
0.8707360861759424,4344,val,classification
0.8727272727272727,4344,test,classification
1.0,4345,train,classification
0.874326750448833,4345,val,classification
0.873661670235546,4345,test,classification
1.0,4346,train,classification
0.8725314183123878,4346,val,classification
0.872454448017149,4346,test,classification
1.0,4347,train,classification
0.8709677419354839,4347,val,classification
0.8717948717948718,4347,test,classification
1.0,4348,train,classification
0.8715184186882302,4348,val,classification
0.873931623931624,4348,test,classification
1.0,4349,train,classification
0.874326750448833,4349,val,classification
0.8751334044823906,4349,test,classification
1.0,4350,train,classification
0.874326750448833,4350,val,classification
0.8751334044823906,4350,test,classification
1.0,4351,train,classification
0.8712871287128713,4351,val,classification
0.8717948717948718,4351,test,classification
1.0,4352,train,classification
0.874326750448833,4352,val,classification
0.8748663101604278,4352,test,classification
1.0,4353,train,classification
0.8766876687668766,4353,val,classification
0.8758029978586724,4353,test,classification
1.0,4354,train,classification
0.8738738738738738,4354,val,classification
0.873931623931624,4354,test,classification
1.0,4355,train,classification
0.873542600896861,4355,val,classification
0.8717948717948718,4355,test,classification
1.0,4356,train,classification
0.8758992805755395,4356,val,classification
0.8751334044823906,4356,test,classification
1.0,4357,train,classification
0.8751123090745733,4357,val,classification
0.873931623931624,4357,test,classification
1.0,4358,train,classification
0.8723021582733813,4358,val,classification
0.8753993610223643,4358,test,classification
1.0,4359,train,classification
0.8712871287128713,4359,val,classification
0.8760683760683761,4359,test,classification
1.0,4360,train,classification
0.8705035971223022,4360,val,classification
0.8763326226012793,4360,test,classification
1.0,4361,train,classification
0.8729874776386405,4361,val,classification
0.8742004264392323,4361,test,classification
1.0,4362,train,classification
0.8753363228699552,4362,val,classification
0.8751334044823906,4362,test,classification
1.0,4363,train,classification
0.8753363228699552,4363,val,classification
0.8751334044823906,4363,test,classification
1.0,4364,train,classification
0.874326750448833,4364,val,classification
0.8742004264392323,4364,test,classification
1.0,4365,train,classification
0.8753363228699552,4365,val,classification
0.8751334044823906,4365,test,classification
1.0,4366,train,classification
0.8730873087308731,4366,val,classification
0.873661670235546,4366,test,classification
1.0,4367,train,classification
0.872072072072072,4367,val,classification
0.873661670235546,4367,test,classification
1.0,4368,train,classification
0.8723021582733813,4368,val,classification
0.8727272727272727,4368,test,classification
1.0,4369,train,classification
0.8741007194244604,4369,val,classification
0.8727272727272727,4369,test,classification
1.0,4370,train,classification
0.8715184186882302,4370,val,classification
0.8727272727272727,4370,test,classification
1.0,4371,train,classification
0.8766876687668766,4371,val,classification
0.8748663101604278,4371,test,classification
1.0,4372,train,classification
0.874326750448833,4372,val,classification
0.8748663101604278,4372,test,classification
1.0,4373,train,classification
0.8733153638814015,4373,val,classification
0.8742004264392323,4373,test,classification
1.0,4374,train,classification
0.8712871287128713,4374,val,classification
0.8729989327641409,4374,test,classification
1.0,4375,train,classification
0.8723021582733813,4375,val,classification
0.8729989327641409,4375,test,classification
1.0,4376,train,classification
0.8761220825852782,4376,val,classification
0.8760683760683761,4376,test,classification
1.0,4377,train,classification
0.872072072072072,4377,val,classification
0.873661670235546,4377,test,classification
1.0,4378,train,classification
0.872072072072072,4378,val,classification
0.873661670235546,4378,test,classification
1.0,4379,train,classification
0.873542600896861,4379,val,classification
0.873661670235546,4379,test,classification
1.0,4380,train,classification
0.874326750448833,4380,val,classification
0.873661670235546,4380,test,classification
1.0,4381,train,classification
0.8705035971223022,4381,val,classification
0.8727272727272727,4381,test,classification
1.0,4382,train,classification
0.8715184186882302,4382,val,classification
0.8751334044823906,4382,test,classification
1.0,4383,train,classification
0.8733153638814015,4383,val,classification
0.8729989327641409,4383,test,classification
1.0,4384,train,classification
0.8758992805755395,4384,val,classification
0.8742004264392323,4384,test,classification
1.0,4385,train,classification
0.8751123090745733,4385,val,classification
0.8751334044823906,4385,test,classification
1.0,4386,train,classification
0.874326750448833,4386,val,classification
0.8729989327641409,4386,test,classification
1.0,4387,train,classification
0.872072072072072,4387,val,classification
0.873661670235546,4387,test,classification
1.0,4388,train,classification
0.874326750448833,4388,val,classification
0.8748663101604278,4388,test,classification
1.0,4389,train,classification
0.874326750448833,4389,val,classification
0.8748663101604278,4389,test,classification
1.0,4390,train,classification
0.8753363228699552,4390,val,classification
0.8758029978586724,4390,test,classification
1.0,4391,train,classification
0.8725314183123878,4391,val,classification
0.873931623931624,4391,test,classification
1.0,4392,train,classification
0.8751123090745733,4392,val,classification
0.8748663101604278,4392,test,classification
1.0,4393,train,classification
0.874326750448833,4393,val,classification
0.8748663101604278,4393,test,classification
1.0,4394,train,classification
0.8758992805755395,4394,val,classification
0.873931623931624,4394,test,classification
1.0,4395,train,classification
0.874326750448833,4395,val,classification
0.8751334044823906,4395,test,classification
1.0,4396,train,classification
0.872072072072072,4396,val,classification
0.8717948717948718,4396,test,classification
1.0,4397,train,classification
0.8751123090745733,4397,val,classification
0.8751334044823906,4397,test,classification
1.0,4398,train,classification
0.874326750448833,4398,val,classification
0.8751334044823906,4398,test,classification
1.0,4399,train,classification
0.8769092542677447,4399,val,classification
0.8751334044823906,4399,test,classification
1.0,4400,train,classification
0.874326750448833,4400,val,classification
0.8742004264392323,4400,test,classification
1.0,4401,train,classification
0.874326750448833,4401,val,classification
0.8742004264392323,4401,test,classification
1.0,4402,train,classification
0.8746618575293057,4402,val,classification
0.8742004264392323,4402,test,classification
1.0,4403,train,classification
0.8753363228699552,4403,val,classification
0.8760683760683761,4403,test,classification
1.0,4404,train,classification
0.8761220825852782,4404,val,classification
0.8760683760683761,4404,test,classification
1.0,4405,train,classification
0.872072072072072,4405,val,classification
0.8727272727272727,4405,test,classification
1.0,4406,train,classification
0.8751123090745733,4406,val,classification
0.873931623931624,4406,test,classification
1.0,4407,train,classification
0.8738738738738738,4407,val,classification
0.8760683760683761,4407,test,classification
1.0,4408,train,classification
0.8776978417266187,4408,val,classification
0.8763326226012793,4408,test,classification
1.0,4409,train,classification
0.8756756756756756,4409,val,classification
0.8763326226012793,4409,test,classification
1.0,4410,train,classification
0.8761220825852782,4410,val,classification
0.8742004264392323,4410,test,classification
1.0,4411,train,classification
0.873542600896861,4411,val,classification
0.8751334044823906,4411,test,classification
1.0,4412,train,classification
0.8761220825852782,4412,val,classification
0.8772678762006405,4412,test,classification
1.0,4413,train,classification
0.8761220825852782,4413,val,classification
0.8751334044823906,4413,test,classification
1.0,4414,train,classification
0.8776978417266187,4414,val,classification
0.8751334044823906,4414,test,classification
1.0,4415,train,classification
0.8781362007168458,4415,val,classification
0.8772678762006405,4415,test,classification
1.0,4416,train,classification
0.8769092542677447,4416,val,classification
0.8751334044823906,4416,test,classification
1.0,4417,train,classification
0.8761220825852782,4417,val,classification
0.8751334044823906,4417,test,classification
1.0,4418,train,classification
0.8779174147217235,4418,val,classification
0.8751334044823906,4418,test,classification
1.0,4419,train,classification
0.8761220825852782,4419,val,classification
0.8760683760683761,4419,test,classification
1.0,4420,train,classification
0.8727598566308243,4420,val,classification
0.8760683760683761,4420,test,classification
1.0,4421,train,classification
0.8723021582733813,4421,val,classification
0.873931623931624,4421,test,classification
1.0,4422,train,classification
0.8758992805755395,4422,val,classification
0.8760683760683761,4422,test,classification
1.0,4423,train,classification
0.8718411552346571,4423,val,classification
0.8748663101604278,4423,test,classification
1.0,4424,train,classification
0.8730873087308731,4424,val,classification
0.8751334044823906,4424,test,classification
1.0,4425,train,classification
0.8730873087308731,4425,val,classification
0.8763326226012793,4425,test,classification
1.0,4426,train,classification
0.8710550045085664,4426,val,classification
0.8758029978586724,4426,test,classification
1.0,4427,train,classification
0.874326750448833,4427,val,classification
0.8748663101604278,4427,test,classification
1.0,4428,train,classification
0.8730873087308731,4428,val,classification
0.8748663101604278,4428,test,classification
1.0,4429,train,classification
0.8728584310189359,4429,val,classification
0.8758029978586724,4429,test,classification
1.0,4430,train,classification
0.8738738738738738,4430,val,classification
0.8758029978586724,4430,test,classification
1.0,4431,train,classification
0.8758992805755395,4431,val,classification
0.8760683760683761,4431,test,classification
1.0,4432,train,classification
0.8751123090745733,4432,val,classification
0.8760683760683761,4432,test,classification
1.0,4433,train,classification
0.8741007194244604,4433,val,classification
0.8758029978586724,4433,test,classification
1.0,4434,train,classification
0.8723021582733813,4434,val,classification
0.8748663101604278,4434,test,classification
1.0,4435,train,classification
0.8728584310189359,4435,val,classification
0.8782051282051282,4435,test,classification
1.0,4436,train,classification
0.8748874887488749,4436,val,classification
0.8760683760683761,4436,test,classification
1.0,4437,train,classification
0.8730873087308731,4437,val,classification
0.873661670235546,4437,test,classification
1.0,4438,train,classification
0.8705035971223022,4438,val,classification
0.8751334044823906,4438,test,classification
1.0,4439,train,classification
0.874326750448833,4439,val,classification
0.873931623931624,4439,test,classification
1.0,4440,train,classification
0.8756756756756756,4440,val,classification
0.8751334044823906,4440,test,classification
1.0,4441,train,classification
0.8771300448430494,4441,val,classification
0.8770053475935828,4441,test,classification
1.0,4442,train,classification
0.8736462093862815,4442,val,classification
0.8720682302771855,4442,test,classification
1.0,4443,train,classification
0.8715184186882302,4443,val,classification
0.879144385026738,4443,test,classification
1.0,4444,train,classification
0.8738738738738738,4444,val,classification
0.8717948717948718,4444,test,classification
1.0,4445,train,classification
0.8730873087308731,4445,val,classification
0.8751334044823906,4445,test,classification
1.0,4446,train,classification
0.8728584310189359,4446,val,classification
0.8751334044823906,4446,test,classification
1.0,4447,train,classification
0.8723021582733813,4447,val,classification
0.8742004264392323,4447,test,classification
1.0,4448,train,classification
0.8741007194244604,4448,val,classification
0.8760683760683761,4448,test,classification
1.0,4449,train,classification
0.8733153638814015,4449,val,classification
0.873931623931624,4449,test,classification
1.0,4450,train,classification
0.8738738738738738,4450,val,classification
0.8717948717948718,4450,test,classification
1.0,4451,train,classification
0.8766876687668766,4451,val,classification
0.8717948717948718,4451,test,classification
1.0,4452,train,classification
0.8746618575293057,4452,val,classification
0.8727272727272727,4452,test,classification
1.0,4453,train,classification
0.8766876687668766,4453,val,classification
0.8742004264392323,4453,test,classification
1.0,4454,train,classification
0.8769092542677447,4454,val,classification
0.8742004264392323,4454,test,classification
1.0,4455,train,classification
0.8779174147217235,4455,val,classification
0.873269435569755,4455,test,classification
1.0,4456,train,classification
0.8769092542677447,4456,val,classification
0.8720682302771855,4456,test,classification
1.0,4457,train,classification
0.8769092542677447,4457,val,classification
0.873931623931624,4457,test,classification
1.0,4458,train,classification
0.8766876687668766,4458,val,classification
0.873931623931624,4458,test,classification
1.0,4459,train,classification
0.8702702702702703,4459,val,classification
0.8717948717948718,4459,test,classification
1.0,4460,train,classification
0.8748874887488749,4460,val,classification
0.8705882352941177,4460,test,classification
1.0,4461,train,classification
0.8741007194244604,4461,val,classification
0.8715203426124197,4461,test,classification
1.0,4462,train,classification
0.8758992805755395,4462,val,classification
0.873931623931624,4462,test,classification
1.0,4463,train,classification
0.8741007194244604,4463,val,classification
0.8729989327641409,4463,test,classification
1.0,4464,train,classification
0.8758992805755395,4464,val,classification
0.873931623931624,4464,test,classification
1.0,4465,train,classification
0.8751123090745733,4465,val,classification
0.8717948717948718,4465,test,classification
1.0,4466,train,classification
0.8751123090745733,4466,val,classification
0.8705882352941177,4466,test,classification
1.0,4467,train,classification
0.8738738738738738,4467,val,classification
0.870864461045891,4467,test,classification
1.0,4468,train,classification
0.874326750448833,4468,val,classification
0.8717948717948718,4468,test,classification
1.0,4469,train,classification
0.8733153638814015,4469,val,classification
0.8699360341151386,4469,test,classification
1.0,4470,train,classification
0.8725314183123878,4470,val,classification
0.8735387885228482,4470,test,classification
1.0,4471,train,classification
0.8774774774774776,4471,val,classification
0.8729989327641409,4471,test,classification
1.0,4472,train,classification
0.8758992805755395,4472,val,classification
0.8729989327641409,4472,test,classification
1.0,4473,train,classification
0.8761220825852782,4473,val,classification
0.873931623931624,4473,test,classification
1.0,4474,train,classification
0.8741007194244604,4474,val,classification
0.8748663101604278,4474,test,classification
1.0,4475,train,classification
0.8787061994609164,4475,val,classification
0.8720682302771855,4475,test,classification
1.0,4476,train,classification
0.8746618575293057,4476,val,classification
0.8748663101604278,4476,test,classification
1.0,4477,train,classification
0.8766876687668766,4477,val,classification
0.8729989327641409,4477,test,classification
1.0,4478,train,classification
0.8758992805755395,4478,val,classification
0.871139510117146,4478,test,classification
1.0,4479,train,classification
0.8741007194244604,4479,val,classification
0.873931623931624,4479,test,classification
1.0,4480,train,classification
0.8758992805755395,4480,val,classification
0.8729989327641409,4480,test,classification
1.0,4481,train,classification
0.8769092542677447,4481,val,classification
0.871139510117146,4481,test,classification
1.0,4482,train,classification
0.8733153638814015,4482,val,classification
0.8727272727272727,4482,test,classification
1.0,4483,train,classification
0.8715184186882302,4483,val,classification
0.8758029978586724,4483,test,classification
1.0,4484,train,classification
0.8725314183123878,4484,val,classification
0.8758029978586724,4484,test,classification
1.0,4485,train,classification
0.872072072072072,4485,val,classification
0.8758029978586724,4485,test,classification
1.0,4486,train,classification
0.8712871287128713,4486,val,classification
0.8770053475935828,4486,test,classification
1.0,4487,train,classification
0.8715184186882302,4487,val,classification
0.8748663101604278,4487,test,classification
1.0,4488,train,classification
0.8746618575293057,4488,val,classification
0.8729989327641409,4488,test,classification
1.0,4489,train,classification
0.8725314183123878,4489,val,classification
0.8748663101604278,4489,test,classification
1.0,4490,train,classification
0.8741007194244604,4490,val,classification
0.8760683760683761,4490,test,classification
1.0,4491,train,classification
0.8748874887488749,4491,val,classification
0.8760683760683761,4491,test,classification
1.0,4492,train,classification
0.8736462093862815,4492,val,classification
0.8745980707395499,4492,test,classification
1.0,4493,train,classification
0.8746618575293057,4493,val,classification
0.8760683760683761,4493,test,classification
1.0,4494,train,classification
0.8741007194244604,4494,val,classification
0.8758029978586724,4494,test,classification
1.0,4495,train,classification
0.8741007194244604,4495,val,classification
0.8748663101604278,4495,test,classification
1.0,4496,train,classification
0.8751123090745733,4496,val,classification
0.871139510117146,4496,test,classification
1.0,4497,train,classification
0.8738738738738738,4497,val,classification
0.8720682302771855,4497,test,classification
1.0,4498,train,classification
0.8738738738738738,4498,val,classification
0.8727272727272727,4498,test,classification
1.0,4499,train,classification
0.872072072072072,4499,val,classification
0.8705882352941177,4499,test,classification
1.0,4500,train,classification
0.8754512635379061,4500,val,classification
0.8745980707395499,4500,test,classification
1.0,4501,train,classification
